"","symbol_hs","symbol_mm","symbol_hs_mm"
"11635","HCN2","Hcn2","HCN2_Hcn2"
"11636","POLRMT","Polrmt","POLRMT_Polrmt"
"11637","FGF22","Fgf22","FGF22_Fgf22"
"11638","RNF126","Rnf126","RNF126_Rnf126"
"11639","FSTL3","Fstl3","FSTL3_Fstl3"
"11640","PALM","Palm","PALM_Palm"
"11641","MISP","Misp","MISP_Misp"
"11642","PTBP1","Ptbp1","PTBP1_Ptbp1"
"11643","PLPPR3","Plppr3","PLPPR3_Plppr3"
"11644","PRTN3","Prtn3","PRTN3_Prtn3"
"11645","ELANE","Elane","ELANE_Elane"
"11646","CFD","Cfd","CFD_Cfd"
"11647","MED16","Med16","MED16_Med16"
"11648","R3HDM4","R3hdm4","R3HDM4_R3hdm4"
"11649","KISS1R","Kiss1r","KISS1R_Kiss1r"
"11650","ARID3A","Arid3a","ARID3A_Arid3a"
"11651","WDR18","Wdr18","WDR18_Wdr18"
"11652","GRIN3B","Grin3b","GRIN3B_Grin3b"
"11653","TMEM259","Tmem259","TMEM259_Tmem259"
"11654","CNN2","Cnn2","CNN2_Cnn2"
"11655","ABCA7","Abca7","ABCA7_Abca7"
"11656","ARHGAP45","Arhgap45","ARHGAP45_Arhgap45"
"11657","POLR2E","Polr2e","POLR2E_Polr2e"
"11658","GPX4","Gpx4","GPX4_Gpx4"
"11659","SBNO2","Sbno2","SBNO2_Sbno2"
"11660","STK11","Stk11","STK11_Stk11"
"11661","CBARP","Cbarp","CBARP_Cbarp"
"11662","ATP5F1D","Atp5d","ATP5F1D_Atp5d"
"11663","MIDN","Midn","MIDN_Midn"
"11664","CIRBP","Cirbp","CIRBP_Cirbp"
"11665","FAM174C","Fam174c","FAM174C_Fam174c"
"11666","PWWP3A","Pwwp3a","PWWP3A_Pwwp3a"
"11667","NDUFS7","Ndufs7","NDUFS7_Ndufs7"
"11668","GAMT","Gamt","GAMT_Gamt"
"11669","DAZAP1","Dazap1","DAZAP1_Dazap1"
"11670","C19orf25","2310011J03Rik","C19orf25_2310011J03Rik"
"11671","PCSK4","Pcsk4","PCSK4_Pcsk4"
"11672","ADAMTSL5","Adamtsl5","ADAMTSL5_Adamtsl5"
"11673","MEX3D","Mex3d","MEX3D_Mex3d"
"11674","MBD3","Mbd3","MBD3_Mbd3"
"11675","UQCR11","Uqcr11","UQCR11_Uqcr11"
"11676","TCF3","Tcf3","TCF3_Tcf3"
"11677","ATP8B3","Atp8b3","ATP8B3_Atp8b3"
"11678","REXO1","Rexo1","REXO1_Rexo1"
"11679","KLF16","Klf16","KLF16_Klf16"
"11680","ABHD17A","Abhd17a","ABHD17A_Abhd17a"
"11681","SCAMP4","Scamp4","SCAMP4_Scamp4"
"11682","CSNK1G2","Csnk1g2","CSNK1G2_Csnk1g2"
"11683","BTBD2","Btbd2","BTBD2_Btbd2"
"11684","MKNK2","Mknk2","MKNK2_Mknk2"
"11685","MOB3A","Mob3a","MOB3A_Mob3a"
"11686","IZUMO4","Izumo4","IZUMO4_Izumo4"
"11687","AP3D1","Ap3d1","AP3D1_Ap3d1"
"11688","DOT1L","Dot1l","DOT1L_Dot1l"
"11689","PLEKHJ1","Plekhj1","PLEKHJ1_Plekhj1"
"11690","SF3A2","Sf3a2","SF3A2_Sf3a2"
"11691","AMH","Amh","AMH_Amh"
"11692","JSRP1","Jsrp1","JSRP1_Jsrp1"
"11693","OAZ1","Oaz1","OAZ1_Oaz1"
"11694","LSM7","Lsm7","LSM7_Lsm7"
"11695","SPPL2B","Sppl2b","SPPL2B_Sppl2b"
"11696","TIMM13","Timm13","TIMM13_Timm13"
"11697","LMNB2","Lmnb2","LMNB2_Lmnb2"
"11698","GADD45B","Gadd45b","GADD45B_Gadd45b"
"11699","GNG7","Gng7","GNG7_Gng7"
"11700","DIRAS1","Diras1","DIRAS1_Diras1"
"11701","SLC39A3","Slc39a3","SLC39A3_Slc39a3"
"11702","SGTA","Sgta","SGTA_Sgta"
"11703","THOP1","Thop1","THOP1_Thop1"
"11704","ZNF77","BC025920","ZNF77_BC025920"
"11705","TLE6","Tle6","TLE6_Tle6"
"11706","TLE2","Tle2","TLE2_Tle2"
"11707","TLE5","Tle5","TLE5_Tle5"
"11708","GNA11","Gna11","GNA11_Gna11"
"11709","GNA15","Gna15","GNA15_Gna15"
"11710","S1PR4","S1pr4","S1PR4_S1pr4"
"11711","NCLN","Ncln","NCLN_Ncln"
"11712","CELF5","Celf5","CELF5_Celf5"
"11713","NFIC","Nfic","NFIC_Nfic"
"11714","DOHH","Dohh","DOHH_Dohh"
"11715","FZR1","Fzr1","FZR1_Fzr1"
"11716","MFSD12","Mfsd12","MFSD12_Mfsd12"
"11717","HMG20B","Hmg20b","HMG20B_Hmg20b"
"11718","GIPC3","Gipc3","GIPC3_Gipc3"
"11719","TBXA2R","Tbxa2r","TBXA2R_Tbxa2r"
"11720","CACTIN","Cactin","CACTIN_Cactin"
"11721","PIP5K1C","Pip5k1c","PIP5K1C_Pip5k1c"
"11722","TJP3","Tjp3","TJP3_Tjp3"
"11723","APBA3","Apba3","APBA3_Apba3"
"11724","MRPL54","Mrpl54","MRPL54_Mrpl54"
"11725","MATK","Matk","MATK_Matk"
"11726","ZFR2","Zfr2","ZFR2_Zfr2"
"11727","DAPK3","Dapk3","DAPK3_Dapk3"
"11728","EEF2","Eef2","EEF2_Eef2"
"11729","PIAS4","Pias4","PIAS4_Pias4"
"11730","ZBTB7A","Zbtb7a","ZBTB7A_Zbtb7a"
"11731","MAP2K2","Map2k2","MAP2K2_Map2k2"
"11732","SIRT6","Sirt6","SIRT6_Sirt6"
"11733","ANKRD24","Ankrd24","ANKRD24_Ankrd24"
"11734","EBI3","Ebi3","EBI3_Ebi3"
"11735","YJU2","Yju2","YJU2_Yju2"
"11736","FSD1","Fsd1","FSD1_Fsd1"
"11737","STAP2","Stap2","STAP2_Stap2"
"11738","MPND","Mpnd","MPND_Mpnd"
"11739","SH3GL1","Sh3gl1","SH3GL1_Sh3gl1"
"11740","CHAF1A","Chaf1a","CHAF1A_Chaf1a"
"11741","UBXN6","Ubxn6","UBXN6_Ubxn6"
"11742","HDGFL2","Hdgfl2","HDGFL2_Hdgfl2"
"11743","PLIN4","Plin4","PLIN4_Plin4"
"11744","PLIN5","Plin5","PLIN5_Plin5"
"11745","LRG1","Lrg1","LRG1_Lrg1"
"11746","SEMA6B","Sema6b","SEMA6B_Sema6b"
"11747","TNFAIP8L1","Tnfaip8l1","TNFAIP8L1_Tnfaip8l1"
"11748","MYDGF","Mydgf","MYDGF_Mydgf"
"11749","DPP9","Dpp9","DPP9_Dpp9"
"11750","TICAM1","Ticam1","TICAM1_Ticam1"
"11751","PLIN3","Plin3","PLIN3_Plin3"
"11752","ARRDC5","Arrdc5","ARRDC5_Arrdc5"
"11753","UHRF1","Uhrf1","UHRF1_Uhrf1"
"11754","KDM4B","Kdm4b","KDM4B_Kdm4b"
"11755","PTPRS","Ptprs","PTPRS_Ptprs"
"11756","SAFB2","Safb2","SAFB2_Safb2"
"11757","SAFB","Safb","SAFB_Safb"
"11758","MICOS13","Micos13","MICOS13_Micos13"
"11759","LONP1","Lonp1","LONP1_Lonp1"
"11760","CATSPERD","Catsperd","CATSPERD_Catsperd"
"11761","PRR22","Prr22","PRR22_Prr22"
"11762","DUS3L","Dus3l","DUS3L_Dus3l"
"11763","NRTN","Nrtn","NRTN_Nrtn"
"11764","NDUFA11","Ndufa11","NDUFA11_Ndufa11"
"11765","VMAC","Vmac","VMAC_Vmac"
"11766","RANBP3","Ranbp3","RANBP3_Ranbp3"
"11767","RFX2","Rfx2","RFX2_Rfx2"
"11768","MLLT1","Mllt1","MLLT1_Mllt1"
"11769","CLPP","Clpp","CLPP_Clpp"
"11770","ALKBH7","Alkbh7","ALKBH7_Alkbh7"
"11771","PSPN","Pspn","PSPN_Pspn"
"11772","GTF2F1","Gtf2f1","GTF2F1_Gtf2f1"
"11773","KHSRP","Khsrp","KHSRP_Khsrp"
"11774","SLC25A41","Slc25a41","SLC25A41_Slc25a41"
"11775","SLC25A23","Slc25a23","SLC25A23_Slc25a23"
"11776","CRB3","Crb3","CRB3_Crb3"
"11777","DENND1C","Dennd1c","DENND1C_Dennd1c"
"11778","TUBB4A","Tubb4a","TUBB4A_Tubb4a"
"11779","TNFSF9","Tnfsf9","TNFSF9_Tnfsf9"
"11780","CD70","Cd70","CD70_Cd70"
"11781","TNFSF14","Tnfsf14","TNFSF14_Tnfsf14"
"11782","C3","C3","C3_C3"
"11783","GPR108","Gpr108","GPR108_Gpr108"
"11784","TRIP10","Trip10","TRIP10_Trip10"
"11785","VAV1","Vav1","VAV1_Vav1"
"11786","ADGRE1","Adgre1","ADGRE1_Adgre1"
"11787","INSR","Insr","INSR_Insr"
"11788","ARHGEF18","Arhgef18","ARHGEF18_Arhgef18"
"11789","PEX11G","Pex11g","PEX11G_Pex11g"
"11790","TEX45","Tex45","TEX45_Tex45"
"11791","ZNF358","Zfp358","ZNF358_Zfp358"
"11792","MCOLN1","Mcoln1","MCOLN1_Mcoln1"
"11793","PNPLA6","Pnpla6","PNPLA6_Pnpla6"
"11794","CAMSAP3","Camsap3","CAMSAP3_Camsap3"
"11795","XAB2","Xab2","XAB2_Xab2"
"11796","PET100","Pet100","PET100_Pet100"
"11797","PCP2","Pcp2","PCP2_Pcp2"
"11798","STXBP2","Stxbp2","STXBP2_Stxbp2"
"11799","RETN","Retn","RETN_Retn"
"11800","MCEMP1","Mcemp1","MCEMP1_Mcemp1"
"11801","TRAPPC5","Trappc5","TRAPPC5_Trappc5"
"11802","FCER2","Fcer2a","FCER2_Fcer2a"
"11803","CLEC4G","Clec4g","CLEC4G_Clec4g"
"11804","EVI5L","Evi5l","EVI5L_Evi5l"
"11805","PRR36","Prr36","PRR36_Prr36"
"11806","LRRC8E","Lrrc8e","LRRC8E_Lrrc8e"
"11807","MAP2K7","Map2k7","MAP2K7_Map2k7"
"11808","TGFBR3L","Tgfbr3l","TGFBR3L_Tgfbr3l"
"11809","SNAPC2","Snapc2","SNAPC2_Snapc2"
"11810","CTXN1","Ctxn1","CTXN1_Ctxn1"
"11811","TIMM44","Timm44","TIMM44_Timm44"
"11812","ELAVL1","Elavl1","ELAVL1_Elavl1"
"11813","CERS4","Cers4","CERS4_Cers4"
"11814","CD320","Cd320","CD320_Cd320"
"11815","NDUFA7","Ndufa7","NDUFA7_Ndufa7"
"11816","KANK3","Kank3","KANK3_Kank3"
"11817","ANGPTL4","Angptl4","ANGPTL4_Angptl4"
"11818","RAB11B","Rab11b","RAB11B_Rab11b"
"11819","HNRNPM","Hnrnpm","HNRNPM_Hnrnpm"
"11820","PRAM1","Pram1","PRAM1_Pram1"
"11821","ZNF414","Zfp414","ZNF414_Zfp414"
"11822","MYO1F","Myo1f","MYO1F_Myo1f"
"11823","ADAMTS10","Adamts10","ADAMTS10_Adamts10"
"11824","ZNF558","Zfp558","ZNF558_Zfp558"
"11825","MUC16","Muc16","MUC16_Muc16"
"11826","ZNF317","Zfp317","ZNF317_Zfp317"
"11827","ZNF266","Zfp266","ZNF266_Zfp266"
"11828","ZNF426","Zfp426","ZNF426_Zfp426"
"11829","ZNF121","Zfp560","ZNF121_Zfp560"
"11830","FBXL12","Fbxl12","FBXL12_Fbxl12"
"11831","OLFM2","Olfm2","OLFM2_Olfm2"
"11832","COL5A3","Col5a3","COL5A3_Col5a3"
"11833","SHFL","Shfl","SHFL_Shfl"
"11834","ANGPTL6","Angptl6","ANGPTL6_Angptl6"
"11835","PPAN","Ppan","PPAN_Ppan"
"11836","EIF3G","Eif3g","EIF3G_Eif3g"
"11837","DNMT1","Dnmt1","DNMT1_Dnmt1"
"11838","S1PR2","S1pr2","S1PR2_S1pr2"
"11839","MRPL4","Mrpl4","MRPL4_Mrpl4"
"11840","ICAM1","Icam1","ICAM1_Icam1"
"11841","ICAM4","Icam4","ICAM4_Icam4"
"11842","ICAM5","Icam5","ICAM5_Icam5"
"11843","ZGLP1","Zglp1","ZGLP1_Zglp1"
"11844","FDX2","Fdx2","FDX2_Fdx2"
"11845","RAVER1","Raver1","RAVER1_Raver1"
"11846","TYK2","Tyk2","TYK2_Tyk2"
"11847","CDC37","Cdc37","CDC37_Cdc37"
"11848","PDE4A","Pde4a","PDE4A_Pde4a"
"11849","KEAP1","Keap1","KEAP1_Keap1"
"11850","S1PR5","S1pr5","S1PR5_S1pr5"
"11851","ATG4D","Atg4d","ATG4D_Atg4d"
"11852","KRI1","Kri1","KRI1_Kri1"
"11853","CDKN2D","Cdkn2d","CDKN2D_Cdkn2d"
"11854","AP1M2","Ap1m2","AP1M2_Ap1m2"
"11855","SLC44A2","Slc44a2","SLC44A2_Slc44a2"
"11856","ILF3","Ilf3","ILF3_Ilf3"
"11857","QTRT1","Qtrt1","QTRT1_Qtrt1"
"11858","DNM2","Dnm2","DNM2_Dnm2"
"11859","TMED1","Tmed1","TMED1_Tmed1"
"11860","C19orf38","AB124611","C19orf38_AB124611"
"11861","CARM1","Carm1","CARM1_Carm1"
"11862","YIPF2","Yipf2","YIPF2_Yipf2"
"11863","TIMM29","Timm29","TIMM29_Timm29"
"11864","SMARCA4","Smarca4","SMARCA4_Smarca4"
"11865","LDLR","Ldlr","LDLR_Ldlr"
"11866","SPC24","Spc24","SPC24_Spc24"
"11867","KANK2","Kank2","KANK2_Kank2"
"11868","DOCK6","Dock6","DOCK6_Dock6"
"11869","RAB3D","Rab3d","RAB3D_Rab3d"
"11870","TMEM205","Tmem205","TMEM205_Tmem205"
"11871","CCDC159","Ccdc159","CCDC159_Ccdc159"
"11872","PLPPR2","Plppr2","PLPPR2_Plppr2"
"11873","SWSAP1","Swsap1","SWSAP1_Swsap1"
"11874","EPOR","Epor","EPOR_Epor"
"11875","RGL3","Rgl3","RGL3_Rgl3"
"11876","PRKCSH","Prkcsh","PRKCSH_Prkcsh"
"11877","ZNF653","Zfp653","ZNF653_Zfp653"
"11878","ECSIT","Ecsit","ECSIT_Ecsit"
"11879","CNN1","Cnn1","CNN1_Cnn1"
"11880","ELOF1","Elof1","ELOF1_Elof1"
"11881","ZNF627","Zfp872","ZNF627_Zfp872"
"11882","ACP5","Acp5","ACP5_Acp5"
"11883","ZNF791","Zfp791","ZNF791_Zfp791"
"11884","MAN2B1","Man2b1","MAN2B1_Man2b1"
"11885","WDR83","Wdr83","WDR83_Wdr83"
"11886","WDR83OS","Wdr83os","WDR83OS_Wdr83os"
"11887","DHPS","Dhps","DHPS_Dhps"
"11888","FBXW9","Fbxw9","FBXW9_Fbxw9"
"11889","TNPO2","Tnpo2","TNPO2_Tnpo2"
"11890","TRIR","Trir","TRIR_Trir"
"11891","GET3","Get3","GET3_Get3"
"11892","HOOK2","Hook2","HOOK2_Hook2"
"11893","JUNB","Junb","JUNB_Junb"
"11894","PRDX2","Prdx2","PRDX2_Prdx2"
"11895","RNASEH2A","Rnaseh2a","RNASEH2A_Rnaseh2a"
"11896","MAST1","Mast1","MAST1_Mast1"
"11897","DNASE2","Dnase2a","DNASE2_Dnase2a"
"11898","GCDH","Gcdh","GCDH_Gcdh"
"11899","FARSA","Farsa","FARSA_Farsa"
"11900","CALR","Calr","CALR_Calr"
"11901","RAD23A","Rad23a","RAD23A_Rad23a"
"11902","GADD45GIP1","Gadd45gip1","GADD45GIP1_Gadd45gip1"
"11903","NFIX","Nfix","NFIX_Nfix"
"11904","LYL1","Lyl1","LYL1_Lyl1"
"11905","TRMT1","Trmt1","TRMT1_Trmt1"
"11906","NACC1","Nacc1","NACC1_Nacc1"
"11907","IER2","Ier2","IER2_Ier2"
"11908","CACNA1A","Cacna1a","CACNA1A_Cacna1a"
"11909","MRI1","Mri1","MRI1_Mri1"
"11910","C19orf53","D8Ertd738e","C19orf53_D8Ertd738e"
"11911","ZSWIM4","Zswim4","ZSWIM4_Zswim4"
"11912","NANOS3","Nanos3","NANOS3_Nanos3"
"11913","CC2D1A","Cc2d1a","CC2D1A_Cc2d1a"
"11914","PODNL1","Podnl1","PODNL1_Podnl1"
"11915","DCAF15","Dcaf15","DCAF15_Dcaf15"
"11916","RFX1","Rfx1","RFX1_Rfx1"
"11917","RLN3","Rln3","RLN3_Rln3"
"11918","IL27RA","Il27ra","IL27RA_Il27ra"
"11919","PALM3","Palm3","PALM3_Palm3"
"11920","MISP3","Misp3","MISP3_Misp3"
"11921","PRKACA","Prkaca","PRKACA_Prkaca"
"11922","ASF1B","Asf1b","ASF1B_Asf1b"
"11923","ADGRL1","Adgrl1","ADGRL1_Adgrl1"
"11924","ADGRE5","Adgre5","ADGRE5_Adgre5"
"11925","DDX39A","Ddx39a","DDX39A_Ddx39a"
"11926","PKN1","Pkn1","PKN1_Pkn1"
"11927","PTGER1","Ptger1","PTGER1_Ptger1"
"11928","GIPC1","Gipc1","GIPC1_Gipc1"
"11929","DNAJB1","Dnajb1","DNAJB1_Dnajb1"
"11930","TECR","Tecr","TECR_Tecr"
"11931","NDUFB7","Ndufb7","NDUFB7_Ndufb7"
"11932","SYDE1","Syde1","SYDE1_Syde1"
"11933","ILVBL","Ilvbl","ILVBL_Ilvbl"
"11934","NOTCH3","Notch3","NOTCH3_Notch3"
"11935","EPHX3","Ephx3","EPHX3_Ephx3"
"11936","BRD4","Brd4","BRD4_Brd4"
"11937","AKAP8","Akap8","AKAP8_Akap8"
"11938","AKAP8L","Akap8l","AKAP8L_Akap8l"
"11939","WIZ","Wiz","WIZ_Wiz"
"11940","RASAL3","Rasal3","RASAL3_Rasal3"
"11941","PGLYRP2","Pglyrp2","PGLYRP2_Pglyrp2"
"11942","CYP4F22","Cyp4f39","CYP4F22_Cyp4f39"
"11943","CYP4F3","Cyp4f18","CYP4F3_Cyp4f18"
"11944","TPM4","Tpm4","TPM4_Tpm4"
"11945","RAB8A","Rab8a","RAB8A_Rab8a"
"11946","HSH2D","Hsh2d","HSH2D_Hsh2d"
"11947","FAM32A","Fam32a","FAM32A_Fam32a"
"11948","AP1M1","Ap1m1","AP1M1_Ap1m1"
"11949","KLF2","Klf2","KLF2_Klf2"
"11950","EPS15L1","Eps15l1","EPS15L1_Eps15l1"
"11951","C19orf44","1700030K09Rik","C19orf44_1700030K09Rik"
"11952","CHERP","Cherp","CHERP_Cherp"
"11953","SLC35E1","Slc35e1","SLC35E1_Slc35e1"
"11954","MED26","Med26","MED26_Med26"
"11955","SMIM7","Smim7","SMIM7_Smim7"
"11956","TMEM38A","Tmem38a","TMEM38A_Tmem38a"
"11957","NWD1","Nwd1","NWD1_Nwd1"
"11958","SIN3B","Sin3b","SIN3B_Sin3b"
"11959","F2RL3","F2rl3","F2RL3_F2rl3"
"11960","HAUS8","Haus8","HAUS8_Haus8"
"11961","MYO9B","Myo9b","MYO9B_Myo9b"
"11962","USE1","Use1","USE1_Use1"
"11963","OCEL1","Ocel1","OCEL1_Ocel1"
"11964","NR2F6","Nr2f6","NR2F6_Nr2f6"
"11965","USHBP1","Ushbp1","USHBP1_Ushbp1"
"11966","BABAM1","Babam1","BABAM1_Babam1"
"11967","ANKLE1","Ankle1","ANKLE1_Ankle1"
"11968","ABHD8","Abhd8","ABHD8_Abhd8"
"11969","MRPL34","Mrpl34","MRPL34_Mrpl34"
"11970","DDA1","Dda1","DDA1_Dda1"
"11971","ANO8","Ano8","ANO8_Ano8"
"11972","GTPBP3","Gtpbp3","GTPBP3_Gtpbp3"
"11973","PLVAP","Plvap","PLVAP_Plvap"
"11974","BST2","Bst2","BST2_Bst2"
"11975","MVB12A","Mvb12a","MVB12A_Mvb12a"
"11976","TMEM221","Tmem221","TMEM221_Tmem221"
"11977","SLC27A1","Slc27a1","SLC27A1_Slc27a1"
"11978","PGLS","Pgls","PGLS_Pgls"
"11979","NIBAN3","Niban3","NIBAN3_Niban3"
"11980","COLGALT1","Colgalt1","COLGALT1_Colgalt1"
"11981","UNC13A","Unc13a","UNC13A_Unc13a"
"11982","MAP1S","Map1s","MAP1S_Map1s"
"11983","FCHO1","Fcho1","FCHO1_Fcho1"
"11984","B3GNT3","B3gnt3","B3GNT3_B3gnt3"
"11985","INSL3","Insl3","INSL3_Insl3"
"11986","JAK3","Jak3","JAK3_Jak3"
"11987","SLC5A5","Slc5a5","SLC5A5_Slc5a5"
"11988","CCDC124","Ccdc124","CCDC124_Ccdc124"
"11989","KCNN1","Kcnn1","KCNN1_Kcnn1"
"11990","ARRDC2","Arrdc2","ARRDC2_Arrdc2"
"11991","IL12RB1","Il12rb1","IL12RB1_Il12rb1"
"11992","MAST3","Mast3","MAST3_Mast3"
"11993","PIK3R2","Pik3r2","PIK3R2_Pik3r2"
"11994","IFI30","Ifi30","IFI30_Ifi30"
"11995","MPV17L2","Mpv17l2","MPV17L2_Mpv17l2"
"11996","RAB3A","Rab3a","RAB3A_Rab3a"
"11997","PDE4C","Pde4c","PDE4C_Pde4c"
"11998","IQCN","Iqcn","IQCN_Iqcn"
"11999","JUND","Jund","JUND_Jund"
"12000","LSM4","Lsm4","LSM4_Lsm4"
"12001","PGPEP1","Pgpep1","PGPEP1_Pgpep1"
"12002","GDF15","Gdf15","GDF15_Gdf15"
"12003","LRRC25","Lrrc25","LRRC25_Lrrc25"
"12004","SSBP4","Ssbp4","SSBP4_Ssbp4"
"12005","ISYNA1","Isyna1","ISYNA1_Isyna1"
"12006","ELL","Ell","ELL_Ell"
"12007","FKBP8","Fkbp8","FKBP8_Fkbp8"
"12008","UBA52","Kxd1","UBA52_Kxd1"
"12009","CRLF1","Crlf1","CRLF1_Crlf1"
"12010","REX1BD","Rex1bd","REX1BD_Rex1bd"
"12011","TMEM59L","Tmem59l","TMEM59L_Tmem59l"
"12012","KLHL26","Klhl26","KLHL26_Klhl26"
"12013","CRTC1","Crtc1","CRTC1_Crtc1"
"12014","COMP","Comp","COMP_Comp"
"12015","UPF1","Upf1","UPF1_Upf1"
"12016","COPE","Cope","COPE_Cope"
"12017","DDX49","Ddx49","DDX49_Ddx49"
"12018","HOMER3","Homer3","HOMER3_Homer3"
"12019","SUGP2","Sugp2","SUGP2_Sugp2"
"12020","ARMC6","Armc6","ARMC6_Armc6"
"12021","SLC25A42","Slc25a42","SLC25A42_Slc25a42"
"12022","TMEM161A","Tmem161a","TMEM161A_Tmem161a"
"12023","MEF2B","Mef2b","MEF2B_Mef2b"
"12024","BORCS8","Borcs8","BORCS8_Borcs8"
"12025","RFXANK","Rfxank","RFXANK_Rfxank"
"12026","NR2C2AP","Nr2c2ap","NR2C2AP_Nr2c2ap"
"12027","HAPLN4","Hapln4","HAPLN4_Hapln4"
"12028","TM6SF2","Tm6sf2","TM6SF2_Tm6sf2"
"12029","SUGP1","Sugp1","SUGP1_Sugp1"
"12030","MAU2","Mau2","MAU2_Mau2"
"12031","GATAD2A","Gatad2a","GATAD2A_Gatad2a"
"12032","TSSK6","Tssk6","TSSK6_Tssk6"
"12033","NDUFA13","Ndufa13","NDUFA13_Ndufa13"
"12034","YJEFN3","Yjefn3","YJEFN3_Yjefn3"
"12035","CILP2","Cilp2","CILP2_Cilp2"
"12036","PBX4","Pbx4","PBX4_Pbx4"
"12037","LPAR2","Lpar2","LPAR2_Lpar2"
"12038","GMIP","Gmip","GMIP_Gmip"
"12039","ATP13A1","Atp13a1","ATP13A1_Atp13a1"
"12040","ZNF101","Zfp867","ZNF101_Zfp867"
"12041","UQCRFS1","Uqcrfs1","UQCRFS1_Uqcrfs1"
"12042","POP4","Pop4","POP4_Pop4"
"12043","PLEKHF1","Plekhf1","PLEKHF1_Plekhf1"
"12044","C19orf12","1600014C10Rik","C19orf12_1600014C10Rik"
"12045","CCNE1","Ccne1","CCNE1_Ccne1"
"12046","URI1","Uri1","URI1_Uri1"
"12047","ZNF536","Zfp536","ZNF536_Zfp536"
"12048","TSHZ3","Tshz3","TSHZ3_Tshz3"
"12049","ZNF507","Zfp507","ZNF507_Zfp507"
"12050","DPY19L3","Dpy19l3","DPY19L3_Dpy19l3"
"12051","PDCD5","Pdcd5","PDCD5_Pdcd5"
"12052","ANKRD27","Ankrd27","ANKRD27_Ankrd27"
"12053","NUDT19","Nudt19","NUDT19_Nudt19"
"12054","SLC7A9","Slc7a9","SLC7A9_Slc7a9"
"12055","CEP89","Cep89","CEP89_Cep89"
"12056","FAAP24","Faap24","FAAP24_Faap24"
"12057","RHPN2","Rhpn2","RHPN2_Rhpn2"
"12058","GPATCH1","Gpatch1","GPATCH1_Gpatch1"
"12059","LRP3","Lrp3","LRP3_Lrp3"
"12060","CEBPA","Cebpa","CEBPA_Cebpa"
"12061","CEBPG","Cebpg","CEBPG_Cebpg"
"12062","PEPD","Pepd","PEPD_Pepd"
"12063","CHST8","Chst8","CHST8_Chst8"
"12064","KCTD15","Kctd15","KCTD15_Kctd15"
"12065","LSM14A","Lsm14a","LSM14A_Lsm14a"
"12066","GPI","Gpi1","GPI_Gpi1"
"12067","PDCD2L","Pdcd2l","PDCD2L_Pdcd2l"
"12068","UBA2","Uba2","UBA2_Uba2"
"12069","WTIP","Wtip","WTIP_Wtip"
"12070","GRAMD1A","Gramd1a","GRAMD1A_Gramd1a"
"12071","SCN1B","Scn1b","SCN1B_Scn1b"
"12072","HPN","Hpn","HPN_Hpn"
"12073","FXYD3","Fxyd3","FXYD3_Fxyd3"
"12074","LGI4","Lgi4","LGI4_Lgi4"
"12075","FXYD1","Fxyd1","FXYD1_Fxyd1"
"12076","FXYD7","Fxyd7","FXYD7_Fxyd7"
"12077","LSR","Lsr","LSR_Lsr"
"12078","USF2","Usf2","USF2_Usf2"
"12079","HAMP","Hamp","HAMP_Hamp"
"12080","CD22","Cd22","CD22_Cd22"
"12081","FFAR2","Ffar2","FFAR2_Ffar2"
"12082","DMKN","Dmkn","DMKN_Dmkn"
"12083","TMEM147","Tmem147","TMEM147_Tmem147"
"12084","HAUS5","Haus5","HAUS5_Haus5"
"12085","RBM42","Rbm42","RBM42_Rbm42"
"12086","ETV2","Etv2","ETV2_Etv2"
"12087","COX6B1","Cox6b1","COX6B1_Cox6b1"
"12088","ZBTB32","Zbtb32","ZBTB32_Zbtb32"
"12089","KMT2B","Kmt2b","KMT2B_Kmt2b"
"12090","IGFLR1","Igflr1","IGFLR1_Igflr1"
"12091","U2AF1L4","U2af1l4","U2AF1L4_U2af1l4"
"12092","PSENEN","Psenen","PSENEN_Psenen"
"12093","LIN37","Lin37","LIN37_Lin37"
"12094","HSPB6","Hspb6","HSPB6_Hspb6"
"12095","PROSER3","Proser3","PROSER3_Proser3"
"12096","ARHGAP33","Arhgap33","ARHGAP33_Arhgap33"
"12097","APLP1","Aplp1","APLP1_Aplp1"
"12098","NFKBID","Nfkbid","NFKBID_Nfkbid"
"12099","HCST","Hcst","HCST_Hcst"
"12100","TYROBP","Tyrobp","TYROBP_Tyrobp"
"12101","LRFN3","Lrfn3","LRFN3_Lrfn3"
"12102","SDHAF1","Sdhaf1","SDHAF1_Sdhaf1"
"12103","SYNE4","Syne4","SYNE4_Syne4"
"12104","ALKBH6","Alkbh6","ALKBH6_Alkbh6"
"12105","CLIP3","Clip3","CLIP3_Clip3"
"12106","WDR62","Wdr62","WDR62_Wdr62"
"12107","POLR2I","Polr2i","POLR2I_Polr2i"
"12108","TBCB","Tbcb","TBCB_Tbcb"
"12109","CAPNS1","Capns1","CAPNS1_Capns1"
"12110","COX7A1","Cox7a1","COX7A1_Cox7a1"
"12111","ZNF146","Zfp146","ZNF146_Zfp146"
"12112","ZFP14","Zfp14","ZFP14_Zfp14"
"12113","ZFP82","Zfp82","ZFP82_Zfp82"
"12114","ZNF566","Zfp566","ZNF566_Zfp566"
"12115","ZNF260","Zfp260","ZNF260_Zfp260"
"12116","ZNF382","Zfp382","ZNF382_Zfp382"
"12117","ZNF345","Zfp11","ZNF345_Zfp11"
